Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_return_1d,AAPL_return_3d,AAPL_return_5d,AAPL_return_7d,AAPL_return_10d,AAPL_sma_5,AAPL_price_to_sma_5,AAPL_sma_5_slope,AAPL_sma_10,AAPL_price_to_sma_10,AAPL_sma_10_slope,AAPL_sma_20,AAPL_price_to_sma_20,AAPL_sma_20_slope,AAPL_sma_50,AAPL_price_to_sma_50,AAPL_sma_50_slope,AAPL_volatility_10d,AAPL_rolling_max_10d,AAPL_rolling_min_10d,AAPL_price_range_10d,AAPL_volatility_20d,AAPL_rolling_max_20d,AAPL_rolling_min_20d,AAPL_price_range_20d,AAPL_volatility_30d,AAPL_rolling_max_30d,AAPL_rolling_min_30d,AAPL_price_range_30d,AAPL_rsi_14,AAPL_rsi_overbought,AAPL_rsi_oversold,AAPL_macd,AAPL_macd_signal,AAPL_macd_diff,AAPL_macd_cross,AAPL_roc_10,AAPL_roc_20,AAPL_momentum_10,AAPL_bb_high,AAPL_bb_low,AAPL_bb_mid,AAPL_bb_width,AAPL_bb_position,AAPL_bb_squeeze,AAPL_volume_sma_20,AAPL_volume_ratio,AAPL_volume_change,AAPL_volume_trend,AAPL_high_volume,AAPL_adx,AAPL_adx_strong_trend,AAPL_stoch_k,AAPL_stoch_d,AAPL_stoch_overbought,AAPL_stoch_oversold,AAPL_williams_r,AAPL_atr,AAPL_atr_percent,AAPL_ema_12,AAPL_ema_26,AAPL_ema_cross,AAPL_close_lag_1,AAPL_return_lag_1,AAPL_close_lag_2,AAPL_return_lag_2,AAPL_close_lag_3,AAPL_return_lag_3,AAPL_close_lag_5,AAPL_return_lag_5,AAPL_close_lag_10,AAPL_return_lag_10,AAPL_day_of_week,AAPL_month,AAPL_quarter,AAPL_is_month_end,AAPL_is_quarter_end,AAPL_rsi_vol_interaction,AAPL_return_volume_interaction,AAPL_rsi_macd_interaction,AAPL_vol_return_interaction,AAPL_rsi_bb_interaction,AAPL_macd_volume_interaction,AAPL_adx_vol_interaction,AAPL_fib_236,AAPL_fib_382,AAPL_fib_500,AAPL_fib_618,AAPL_fib_786,AAPL_dist_to_fib_236,AAPL_dist_to_fib_382,AAPL_dist_to_fib_500,AAPL_dist_to_fib_618,AAPL_dist_to_fib_786,AAPL_ichimoku_tenkan,AAPL_ichimoku_kijun,AAPL_ichimoku_senkou_a,AAPL_ichimoku_senkou_b,AAPL_ichimoku_chikou,AAPL_ichimoku_above_cloud,AAPL_ichimoku_below_cloud,future_close,target
2024-03-19,172.92931675607417,175.18095319129145,171.62991909909198,174.65524291992188,55215200,0.013585125804141285,0.01780341417726805,0.016451999881714974,0.031335975029251895,0.03503408877586045,171.90765686035155,1.01598291844442,2.3250274658203125,170.7451431274414,1.022900210927593,-2.033418273925804,174.6468193054199,1.0000482322812145,-2.4981224060058764,181.42945526123046,0.9626620036335624,-1.1462600708007926,0.008580550528155609,174.65524291992188,167.6325225830078,0.04189354326178902,0.011818856731267804,182.878173828125,167.6325225830078,0.09094685810486379,0.010204114357228893,187.63795471191406,167.6325225830078,0.11934099553384706,46.54947058454506,0,0,-3.055363954684111,-3.538082957862403,0.48271900317829175,1,3.5034088775860464,-3.0182916444890453,5.911773681640625,184.71748705632706,164.57615155451276,174.6468193054199,0.11532609401028604,0.5004182252215205,0,69218535.0,0.7976938546879099,-0.26968078492993774,4898085.0,0,29.762697106471453,1,53.906093633424526,38.80683446048726,0,0,-46.093906366575474,3.3795981697120743,1.9350110040851136,172.81081618413359,175.8661801388177,-1,172.3143310546875,0.006372353400492692,171.22323608398438,-0.002196605385262229,171.6001739501953,0.010927393300581345,171.8283233642578,0.002778693748571426,168.74346923828125,-0.02844085218537229,1,3,1,0,0,0.5501615237551031,0.010836771369125652,-142.22557453364732,0.00016056065555539517,23.294203454919412,-2.437245050486465,0.35176105303750493,171.23049627685546,173.45636135864257,175.2553482055664,177.05433505249025,179.61560446166993,0.019608610573669603,0.00686427467756571,-0.0034359420055868296,-0.01373615868873937,-0.028400873966447977,171.6993529088732,177.13502057090017,184.92358522003605,187.66271109101956,168.51535034179688,0,1,177.22427368164062,1
2024-03-20,174.2981469011337,177.22427368164062,173.67323975994282,177.22427368164062,53423100,0.014709153408561715,0.035048032819054775,0.0440599732408713,0.034269101760798115,0.05646863354480769,173.40345153808593,1.0220342911843108,3.4220764160156136,171.69241333007812,1.0322195969190993,-0.06547393798828693,174.4657943725586,1.015811003635426,-1.9892753601073991,181.2974609375,0.9775331257547861,-0.8585848999023256,0.008554831277573616,177.22427368164062,167.6325225830078,0.057218915225016646,0.012307767352582967,182.878173828125,167.6325225830078,0.09094685810486379,0.01047971265044821,187.63795471191406,167.6325225830078,0.11934099553384706,52.505442878213536,0,0,-2.476970015219763,-3.325860369333875,0.8488903541141122,1,5.646863354480771,-2.0019924327380982,9.472702026367188,184.20915101671505,164.72243772840216,174.4657943725586,0.11169360365677461,0.6415569300101731,0,69821120.0,0.765142409631928,-0.03245664237383905,5702710.0,0,27.729167982030614,1,84.55126344934722,58.06858884076737,1,0,-15.448736550652784,3.391843580568198,1.9138707752083584,173.48980964528852,175.96677966050828,-1,174.65524291992188,0.013585125804141285,172.3143310546875,0.006372353400492692,171.22323608398438,-0.002196605385262229,169.74530029296875,-0.012122699159865968,167.75157165527344,-0.005878139091754497,2,3,1,0,0,0.6462247756893864,0.011254597082672598,-130.05440764516896,0.00018103683810603033,33.685230741771186,-1.895234806031283,0.3412841484035253,171.23049627685546,173.45636135864257,175.2553482055664,177.05433505249025,179.61560446166993,0.03382029605917399,0.021260701171029208,0.011109795713487455,0.0009588902559457044,-0.01349324632767297,172.3986526547447,175.91497042817437,184.7378393794106,187.66271109101956,167.9300994873047,0,1,169.98336791992188,0
2024-03-21,175.61741650508932,176.05385870042272,169.45765758517675,169.98336791992188,106181300,-0.04085730250883157,-0.01352738986071822,-0.00942193701238725,-0.010737202157439563,0.014023802187609347,173.08009033203126,0.9821081534787235,2.3051849365234602,171.92749786376953,0.988692152401426,0.9383422851562386,173.82105407714843,0.9779216264818918,-2.0810279846191406,181.02897003173828,0.9389843398552183,-0.8810150146484261,0.017033401346261735,177.22427368164062,169.34854125976562,0.04650605410172578,0.014845775330301403,181.1522674560547,167.6325225830078,0.08065108527107086,0.012656043890062403,187.32192993164062,167.6325225830078,0.11745577197815577,39.23506457798839,0,0,-2.573206903865213,-3.1753296762401426,0.6021227723749298,1,1.4023802187609373,-7.051036019378722,2.3508453369140625,182.9388960510421,164.70321210325477,173.82105407714843,0.10491067405271647,0.2895507419291387,0,72515575.0,1.4642550927852396,0.9875540730507963,7483015.0,0,26.849716676701963,1,28.290958466041175,55.582771849604306,0,0,-71.70904153395882,3.704327331703604,2.179229284037183,172.95035707215519,175.5235639760204,-1,177.22427368164062,0.014709153408561715,174.65524291992188,0.013585125804141285,172.3143310546875,0.006372353400492692,171.6001739501953,0.010927393300581345,167.6325225830078,-0.0007096748548518494,3,3,1,0,0,0.5824749537946824,-0.05982551327602378,-100.95993904567719,0.0006065583336482734,11.360542058194207,-3.767831313774776,0.39860486146456414,170.82318237304688,172.79706512451173,174.39239501953125,175.98772491455077,178.25904205322266,-0.00494056838267043,-0.016552779480845284,-0.02593799119032893,-0.03532320289981258,-0.048685199231958985,173.0681806015018,175.577710276948,184.7378393794106,187.66271109101956,172.09613037109375,0,1,170.88600158691406,1
2024-03-22,170.37020490965267,171.64977539848843,168.68396342338923,170.88600158691406,71160100,0.00531012932640218,-0.021581037419735383,-0.001969560351638866,0.006720075854686591,0.009078674759826377,173.01264343261718,0.987708170897167,1.8627990722656307,172.08124389648438,0.9930541976423106,1.7903945922851676,173.31319732666014,0.9859953207419553,-2.0314315795898494,180.75772827148438,0.945386973055206,-0.9261968994140659,0.01682342873172225,177.22427368164062,169.74530029296875,0.04405997324087135,0.014889102614954403,181.1522674560547,167.6325225830078,0.08065108527107086,0.012740277491064484,187.32192993164062,167.6325225830078,0.11745577197815577,41.229152251518386,0,0,-2.547276915506984,-3.049719124093511,0.502442208586527,1,0.9078674759826303,-5.610339723837897,1.5374603271484375,181.8802609884484,164.74613366487188,173.31319732666014,0.098862219310871,0.35834144372171994,1,73817595.0,0.9639991657815458,-0.32982455479448824,5969125.0,0,26.223856389459552,1,37.23003283688733,50.024084917425235,0,0,-62.76996716311267,3.651576234803289,2.136849245048353,172.6327639205796,175.1800408360866,-1,169.98336791992188,-0.04085730250883157,177.22427368164062,0.014709153408561715,174.65524291992188,0.013585125804141285,171.22323608398438,-0.002196605385262229,169.34854125976562,0.010236788484216053,4,3,1,0,0,0.6138650786004356,0.005118960240843823,-105.02206777621558,7.906306043948076e-05,14.774113941231699,-2.455572821563322,0.3904496887424909,170.82318237304688,172.79706512451173,174.39239501953125,175.98772491455077,178.25904205322266,0.00036760889296854417,-0.011183265567985608,-0.020518903830948412,-0.029854542093911217,-0.043145959281858465,172.95411855251493,175.33469488023866,184.7378393794106,187.66271109101956,168.95176696777344,0,1,169.4675750732422,0
2024-03-25,169.1898419011277,170.54875171721093,168.078894077347,169.4675750732422,54288300,-0.008300425432743563,-0.04376769867502628,-0.0165207151606086,-0.012427719785249702,-0.010998476633958587,172.44329223632812,0.9827437929043491,1.1010192871093807,171.89278259277344,0.9858911614382511,1.738816833496088,172.80186920166017,0.9807045251083085,-2.1167335510253906,180.47000579833986,0.9390345743248218,-1.0560433959960847,0.01659068279182796,177.22427368164062,169.4675750732422,0.0457709895538782,0.014904339247445664,181.1522674560547,167.6325225830078,0.08065108527107086,0.012708551016397854,185.63568115234375,167.6325225830078,0.10739657371928638,39.05993655814778,0,0,-2.6110834338040547,-2.96199198603562,0.35090855223156536,1,-1.099847663395857,-5.691094121438279,-1.884613037109375,180.99718715745513,164.6065512458652,172.80186920166017,0.09485219105160267,0.29657322959261884,1,74488640.0,0.7288131451990532,-0.23709635034239696,5347585.0,0,25.794267290012346,1,23.182894380879947,29.567961894602817,0,0,-76.81710561912006,3.591257040143559,2.119141103300412,172.14581179022,174.75689522402405,-1,170.88600158691406,0.00531012932640218,169.98336791992188,-0.04085730250883157,177.22427368164062,0.014709153408561715,172.3143310546875,0.006372353400492692,171.35218811035156,0.011831497547490022,0,3,1,0,0,0.5821625454463397,-0.006049459166128048,-101.98875327241704,0.00012371235654773605,11.584131532732687,-1.9029919297678768,0.3844465103296349,170.82318237304688,172.79706512451173,174.39239501953125,175.98772491455077,178.25904205322266,-0.007999213414240505,-0.01964676752960307,-0.02906054414338911,-0.03847432075717515,-0.051876985766633445,172.6515838794938,175.33469488023866,185.31524462253816,187.66271109101956,167.9300994873047,0,1,168.33680725097656,0
2024-03-26,168.6244540719099,170.0329624014482,168.20785429573576,168.33680725097656,57388400,-0.006672473018964897,-0.009686598689590653,-0.03617661607697786,-0.016857693494310766,-0.020319793878682102,171.17960510253906,0.9833928939732066,-0.7280517578124943,171.54363098144532,0.981306075240907,0.7984878540039233,172.16109619140624,0.9777865672034413,-2.485723114013666,180.1531298828125,0.9344095623566334,-1.2763253784179653,0.016621979455217296,177.22427368164062,168.33680725097656,0.052795740728369456,0.014698793836273838,179.95204162597656,167.6325225830078,0.07349122266455427,0.01267930640840998,183.54273986816406,167.6325225830078,0.09491127998314212,37.37185185098892,0,0,-2.7215220600716066,-2.9138980008428175,0.1923759407712109,1,-2.0319793878682075,-7.074413356811555,-3.49151611328125,179.61511535137524,164.70707703143725,172.16109619140624,0.08659353738874573,0.24347470415909223,1,74642115.0,0.7688474529426182,0.05710438529112172,5423580.0,0,25.39536312623994,1,11.984533374609553,24.13248686412561,0,1,-88.01546662539045,3.465103544827051,2.0584348731652384,171.55981109187485,174.28133315194646,-1,169.4675750732422,-0.008300425432743563,170.88600158691406,0.00531012932640218,169.98336791992188,-0.04085730250883157,174.65524291992188,0.013585125804141285,171.8283233642578,0.002778693748571426,1,3,1,0,0,0.5493211456374549,-0.005130113885459504,-101.70831923819425,9.807730528386472e-05,9.09910057329695,-2.092435304013202,0.3732812069899115,170.53992907714843,172.33857885742188,173.7922821044922,175.2459853515625,177.31566455078126,-0.013087582342506888,-0.023772410037924737,-0.0324080926958651,-0.04104377535380547,-0.05333864557866986,172.6515838794938,175.33469488023866,185.31524462253816,187.66271109101956,171.62991333007812,0,1,171.9076690673828,1
2024-03-27,169.03114031499092,172.19533102381604,168.73356472173438,171.9076690673828,60273300,0.02121260272616654,0.005978649339215325,-0.02999930260009631,-0.0023600009634464625,0.012738902170970068,170.1162841796875,1.0105303551410936,-3.2871673583984204,171.7598678588867,1.0008605107254596,0.06745452880858238,171.75887756347657,1.0008662813009548,-2.7069168090820312,179.95304290771483,0.9552918155184632,-1.3444180297851744,0.017659785344114328,177.22427368164062,168.33680725097656,0.052795740728369456,0.015678436727951522,179.28749084472656,167.6325225830078,0.06952689181150677,0.01333425066945037,182.878173828125,167.6325225830078,0.09094685810486379,45.397168102797,0,0,-2.4921784792280732,-2.829554096519869,0.33737561729179566,1,1.2738902170970048,-4.470286908616281,2.1623687744140625,178.3001588788702,165.21759624808294,171.75887756347657,0.07616818889581047,0.5113732689921229,1,75208085.0,0.8014204855767834,0.05026974092325287,5386965.0,0,24.192429576552378,0,44.91274195978749,26.693389905092328,0,0,-55.08725804021251,3.4932049896850814,2.0320239397323494,171.61332770349145,174.10550618271952,-1,168.33680725097656,-0.006672473018964897,169.4675750732422,-0.008300425432743563,170.88600158691406,0.00531012932640218,177.22427368164062,0.014709153408561715,169.74530029296875,-0.012122699159865968,2,3,1,0,0,0.7117566277278818,0.01700021437715179,-113.13784536368983,0.0003325804496773741,23.21489825571223,-1.9972828869669719,0.3792994764113995,170.38309509277343,172.08472045898438,173.4600067138672,174.83529296875,176.79332763671874,0.00886856289123316,-0.0010299214256239313,-0.009030066284453568,-0.017030211143283205,-0.02842024789144744,172.6515838794938,175.33469488023866,184.9804752932239,187.66271109101956,181.89617919921875,0,1,170.09246826171875,0
2024-03-28,170.36028779920613,170.83639964948821,169.13031578937776,170.09246826171875,65672700,-0.01055916129577994,0.0036873908664032395,0.0006418295103334248,-0.026124464298475814,-0.008786154779272914,170.1381042480469,0.9997317709249799,-2.941986083984375,171.60909729003907,0.9911623040254268,-0.3184005737304574,171.29912643432618,0.9929558416454035,-2.5219276428222486,179.7354736328125,0.9463489027725615,-1.2934963989257824,0.017680126409286664,177.22427368164062,168.33680725097656,0.052795740728369456,0.015788421883716472,178.206298828125,167.6325225830078,0.06307711703068415,0.01341569896630286,182.878173828125,167.6325225830078,0.09094685810486379,42.421305155194695,0,0,-2.428894786663136,-2.7494222345485224,0.32052744788538634,1,-0.8786154779272859,-5.1286470348180835,-1.5077056884765625,176.88144291125326,165.7168099573991,171.29912643432618,0.0651762398691188,0.3919213755082847,1,71657590.0,0.9164793289866433,0.08958195419862536,-857985.0,0,23.0754198518425,0,22.017393170059385,26.304889501485476,0,0,-77.98260682994061,3.4420727245650795,2.023647936761558,171.37934932783412,173.80824411449726,-1,171.9076690673828,0.02121260272616654,168.33680725097656,-0.006672473018964897,169.4675750732422,-0.008300425432743563,169.98336791992188,-0.04085730250883157,171.6001739501953,0.010927393300581345,3,3,1,0,0,0.6697654626480903,-0.009677253059018134,-103.03688693489842,0.00016671249327598398,16.625816267280594,-2.2260318642601873,0.3643244637647756,170.12793377685546,171.67170510864258,172.9194107055664,174.16711630249023,175.94351071166992,-0.00020850726372044097,-0.009284578341786927,-0.016620033048717255,-0.02395548775564758,-0.03439918598246369,172.6515838794938,175.33469488023866,184.7779988321916,187.66271109101956,180.2397003173828,0,1,168.65419006347656,0
2024-04-01,169.80480748103986,169.86431956551354,168.10863739693175,168.65419006347656,46240500,-0.008455860585367736,0.0018854035411686176,-0.013060236079678988,-0.0483572788316744,-0.01500407350815225,169.69174194335938,0.9938856666329164,-3.320901489257807,171.3521926879883,0.9842546361258157,-0.7290512084960881,170.82152099609374,0.9873123074892494,-2.4916763305664062,179.37125244140626,0.9402520625124667,-1.3864758300781261,0.01784744319989688,177.22427368164062,168.33680725097656,0.052795740728369456,0.015826160588699498,177.22427368164062,167.6325225830078,0.057218915225016646,0.013461872857439963,182.878173828125,167.6325225830078,0.09094685810486379,40.17414653883717,0,0,-2.4663682765456656,-2.692811442947951,0.22644316640228546,1,-1.5004073508152274,-5.360140930742959,-2.5690460205078125,175.52334628162828,166.1196957105592,170.82152099609374,0.05504956586403488,0.26952238747735846,1,70291460.0,0.6578395156395955,-0.2958946411522596,-3526135.0,0,22.367724331312694,0,6.29056431795863,24.406899815935166,0,1,-93.70943568204137,3.337912591723788,1.9791459616078877,170.9600940563945,173.42646233294016,-1,170.09246826171875,-0.01055916129577994,171.9076690673828,0.02121260272616654,168.33680725097656,-0.006672473018964897,170.88600158691406,0.00531012932640218,171.22323608398438,-0.002196605385262229,0,4,2,0,0,0.6358024946375832,-0.005562599231794258,-99.08424056068485,0.00013382380753968433,10.827831890012652,-1.6224745124316646,0.3539951972711158,169.89617584228515,171.29657150268554,172.42839813232422,173.5602247619629,175.1716389465332,-0.007364096784913177,-0.01566745206990979,-0.022378383053674226,-0.029089314037438665,-0.03864385984483191,172.6515838794938,175.33469488023866,184.7779988321916,187.66271109101956,180.92410278320312,0,1,167.4738311767578,0
2024-04-02,167.71189467068976,167.96978543762384,166.86876637308836,167.4738311767578,49329500,-0.006998692924702898,-0.025791972601798663,-0.011764751431786902,-0.014763425233145666,-0.028091104485055585,169.2929931640625,0.9892543574704139,-3.150299072265625,170.8681427001953,0.9801349071289834,-1.0246398925781364,170.51105422973632,0.9821875299129502,-2.290814971923851,178.92537200927734,0.9359982281779146,-1.544633789062516,0.01770360529294734,177.22427368164062,167.4738311767578,0.058220692966603545,0.0149445661246722,177.22427368164062,167.4738311767578,0.058220692966603545,0.013442704823200152,182.878173828125,167.4738311767578,0.09198059507642659,38.37742255030254,0,0,-2.5617807706757105,-2.666605308493503,0.10482453781779233,1,-2.80911044850556,-3.5750933450472213,-4.8404998779296875,175.23600978365027,165.78609867582236,170.51105422973632,0.0554211053970476,0.17859771183851728,1,68682430.0,0.7182258985303811,0.06680291086817824,-5806210.0,0,22.094221373557904,0,5.842927687084409,11.383628391700809,0,1,-94.15707231291559,3.2270205273426744,1.9268804592741193,170.42374592106577,172.98552669174148,-1,168.65419006347656,-0.008455860585367736,170.09246826171875,-0.01055916129577994,171.9076690673828,0.02121260272616654,169.4675750732422,-0.008300425432743563,172.3143310546875,0.006372353400492692,1,4,2,0,0,0.5735339289974823,-0.00502664251438296,-98.31454311746144,0.00010459242919949794,6.854119853743948,-1.8399372958564144,0.33018855229028193,169.77493560791015,171.19850021362305,172.34905242919922,173.4996046447754,175.1376789855957,-0.013740083540118408,-0.022240304713242568,-0.029110346483301772,-0.03598038825336097,-0.04576146467175036,172.0465200273645,174.6502946141231,184.45066917339224,187.66271109101956,181.26138305664062,0,1,168.2772674560547,1
